layer_name,latency_ns
Conv_0,218140
Conv_2,3379620
MaxPool_4,352476
Conv_5,1137808
Conv_7,2266772
MaxPool_9,138640
Conv_10,1133888
Conv_12,2262852
Conv_14,2262852
MaxPool_16,61948
Conv_17,1201168
Conv_19,2399244
Conv_21,2399244
MaxPool_23,30216
Conv_24,738924
Conv_26,738924
Conv_28,738924
MaxPool_30,7124
Gemm_33,6423588
Gemm_35,1049636
Gemm_37,262704
