layer_name,latency_ns
Conv_0,215360
Conv_2,1690804
MaxPool_4,352476
Conv_5,569616
Conv_7,1134096
MaxPool_9,138640
Conv_10,567656
Conv_12,1132136
Conv_14,1132136
MaxPool_16,61948
Conv_17,601296
Conv_19,1200332
Conv_21,1200332
MaxPool_23,30216
Conv_24,370172
Conv_26,370176
Conv_28,370176
MaxPool_30,7124
Gemm_33,6423588
Gemm_35,1049636
Gemm_37,262704
