layer_name,latency_ns
Conv_0,280008
MaxPool_2,134664
Conv_3,18732
Conv_5,13084
Conv_7,35052
Conv_10,24588
Conv_12,13088
Conv_14,35048
Conv_17,24584
Conv_19,25164
Conv_21,135332
MaxPool_24,68920
Conv_25,12968
Conv_27,7160
Conv_29,36048
Conv_32,24792
Conv_34,14576
Conv_36,79484
Conv_39,36632
Conv_41,14576
Conv_43,79484
Conv_46,36632
Conv_48,24984
Conv_50,140204
MaxPool_53,28648
Conv_54,12264
Conv_56,6716
Conv_58,35812
Conv_61,181584
GlobalAveragePool_63,169512
