layer_name,latency_ns
Conv_0,558776
MaxPool_2,198076
Conv_3,23780
Conv_5,24292
Conv_7,68860
Conv_10,31140
Conv_12,24292
Conv_14,68860
Conv_17,31140
Conv_19,47844
Conv_21,269416
MaxPool_24,90596
Conv_25,15728
Conv_27,12516
Conv_29,67936
Conv_32,30676
Conv_34,18720
Conv_36,151196
Conv_39,45396
Conv_41,18720
Conv_43,151196
Conv_46,45396
Conv_48,32060
Conv_50,267576
MaxPool_53,36764
Conv_54,16256
Conv_56,8940
Conv_58,70376
Conv_61,248456
GlobalAveragePool_63,169384
