layer_name,latency_ns
Conv_0,68968
Conv_2,285416
Conv_4,187972
Conv_6,142828
Conv_8,72268
Conv_10,72268
Conv_12,72268
Conv_14,72268
Conv_17,177196
MaxPool_19,37432
Conv_20,76352
Conv_22,48276
Conv_24,48272
Conv_26,48276
Conv_28,48272
Conv_31,105712
MaxPool_33,17692
Conv_34,47376
Conv_36,18576
Conv_38,18576
Conv_40,18572
Conv_42,18576
Conv_45,59832
MaxPool_47,5480
Conv_48,18520
Conv_50,6276
Conv_52,6276
Conv_54,6280
Conv_56,6276
Conv_59,31424
AveragePool_61,25600
Gemm_63,33328
