layer_name,latency_ns
Conv_0,286008
MaxPool_2,139288
Conv_3,529904
MaxPool_5,13548
Conv_6,277972
Conv_8,1107892
Conv_10,1107412
MaxPool_12,6116
Gemm_14,4719652
Gemm_16,1049636
Gemm_18,262704
