layer_name,latency_ns
Conv_0,409936
Conv_2,6359284
MaxPool_4,503656
Conv_5,2274376
Conv_7,4532296
MaxPool_9,176336
Conv_10,2266540
Conv_12,4524456
MaxPool_14,72108
Conv_15,2308780
Conv_17,4612780
MaxPool_19,34196
Conv_20,1292136
Conv_22,1292140
MaxPool_24,8020
Gemm_27,6423588
Gemm_29,1049636
Gemm_31,262704
