layer_name,latency_ns
Conv_0,218140
Conv_2,3379620
MaxPool_4,352476
Conv_5,1137808
Conv_7,2266772
MaxPool_9,138640
Conv_10,1133888
Conv_12,2262852
MaxPool_14,61948
Conv_15,1201168
Conv_17,2399244
MaxPool_19,30216
Conv_20,738924
Conv_22,738924
MaxPool_24,7124
Gemm_27,6423588
Gemm_29,1049636
Gemm_31,262704
