layer_name,latency_ns
Conv_0,392780
MaxPool_2,136916
Conv_3,284976
Conv_5,284980
Add_6,12644
Conv_8,284976
Conv_10,284976
Add_11,12644
Conv_13,145780
Conv_15,289776
Conv_16,51076
Add_17,6500
Conv_19,289776
Conv_21,289776
Add_22,6500
Conv_24,162616
Conv_26,323896
Conv_27,55348
Add_28,3684
Conv_30,323900
Conv_32,323900
Add_33,3684
Conv_35,185416
Conv_37,369736
Conv_38,54124
Add_39,2148
Conv_41,369740
Conv_43,369740
Add_44,2148
GlobalAveragePool_46,25472
Gemm_48,33328
