layer_name,latency_ns
Conv_0,197012
MaxPool_2,93844
Conv_3,143112
Conv_5,143112
Add_6,12644
Conv_8,143108
Conv_10,143112
Add_11,12644
Conv_13,76868
Conv_15,151288
Conv_16,51112
Add_17,6500
Conv_19,151288
Conv_21,151284
Add_22,6500
Conv_24,93496
Conv_26,185648
Conv_27,52408
Add_28,3684
Conv_30,185648
Conv_32,185644
Add_33,3684
Conv_35,93328
Conv_37,185492
Conv_38,50196
Add_39,2148
Conv_41,185492
Conv_43,185492
Add_44,2148
GlobalAveragePool_46,25600
Gemm_48,33328
