layer_name,latency_ns
Conv_0,132220
MaxPool_2,79572
Conv_3,96916
Conv_5,96916
Add_6,12644
Conv_8,96920
Conv_10,96916
Add_11,12644
Conv_13,67720
Conv_15,105256
Conv_16,51000
Add_17,6500
Conv_19,105252
Conv_21,105252
Add_22,6500
Conv_24,72100
Conv_26,139692
Conv_27,52584
Add_28,3684
Conv_30,139696
Conv_32,139692
Add_33,3684
Conv_35,93540
Conv_37,185700
Conv_38,50404
Add_39,2148
Conv_41,185700
Conv_43,185696
Add_44,2148
GlobalAveragePool_46,25728
Gemm_48,33328
