layer_name,latency_ns
Conv_0,154364
Conv_2,2388012
MaxPool_4,302168
Conv_5,761020
Conv_7,1515580
MaxPool_9,126160
Conv_10,764180
Conv_12,1524496
Conv_14,1524496
Conv_16,1524496
MaxPool_18,57964
Conv_19,832096
Conv_21,1661536
Conv_23,1661536
Conv_25,1661536
MaxPool_27,29316
Conv_28,554652
Conv_30,554656
Conv_32,554656
Conv_34,554656
MaxPool_36,7252
Gemm_39,6423588
Gemm_41,1049636
Gemm_43,262704
